บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
26.03.2024,ต-ค่าเบี้ยประกันภัย-อาคารและสิ่งปลูกสร้าง,3,,EPAMAD01,51663101,3900001400,3300005958,01.03.2024,28.11.2023,KR,1C10300,1C10302,1C10302E5026,199990000,,19202,,0,"587,159.50",D7,14016-299-230004783 16ตค.66-31มีค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.03.2024,ต-ค่าเบี้ยประกันภัย-อาคารและสิ่งปลูกสร้าง,3,,EPAMAD01,51663101,3300005958,3900001400,01.03.2024,28.11.2023,KZ,1C10300,1C10302,1C10302E5026,199990000,,19202,,0,"-587,159.50",D7,14016-299-230004783 16ตค.66-31มีค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.03.2024,ต-ค่าเบี้ยประกันภัย-อุปกรณ์โทรคมนาคม,3,,EPAMAD01,51663102,,3300005991,01.03.2024,28.11.2023,KR,1C10300,1C10302,1C10302E5026,199990000,,19202,,0,"587,159.50",D7,14016-299-230004783 16ตค.66-31มีค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
09.04.2024,ต-ค่าเบี้ยประกันภัย-อุปกรณ์โทรคมนาคม,4,,EPAMAD01,51663102,,6200000261,01.04.2024,28.11.2023,SB,1C10300,1C10302,1C10302E5026,199990000,,19202,,0,"-587,159.50",D7,ปรับปรุง JV3300005991/2024,,,,บันทึกเข้า เซกเมนต์ 19202,
19.04.2024,ค่าใช้จ่ายดำเนินงานอื่น-อื่น,4,,ECSRCS13,53691999,3900001703,3320004565,01.04.2024,01.04.2024,KQ,2R20106,2R20106,2R20106N0426,199990000,,19202,,407,"1,600.00",VX,,,,,บันทึกเข้า เซกเมนต์ 19202,
22.04.2024,ค่าใช้จ่ายดำเนินงานอื่น-อื่น,4,,ECSRCS13,53691999,3320004565,3900001703,01.04.2024,01.04.2024,KZ,2R20106,2R20106,2R20106N0426,199990000,,19202,,407,"-1,600.00",VX,,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001438,1410000746,31.03.2024,31.03.2024,DB,1C10300,1C10300,,192020001,,19202,,0,"72,000.00",,นปท.ตั้งค่าเผื่อฯ-ลน.ค่าเช่าฯ มี.ค.67 novat,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001440,1410000748,31.03.2024,31.03.2024,DB,1C10300,1C10300,,192020001,,19202,,0,"1,839.93",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000411,1900001061,31.03.2024,29.02.2024,DZ,1C10300,1C10300,,192020001,,19202,,0,"-72,000.00",,นปท.ตั้งค่าเผื่อฯ-ลน.ค่าเช่าฯ ก.พ.67 novat,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000721,1900001063,31.03.2024,29.02.2024,DZ,1C10300,1C10300,,192020001,,19202,,0,"-1,839.93",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น ก.พ.67,,,,บันทึกเข้า เซกเมนต์ 19202,
28.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000722,1900001077,31.03.2024,29.02.2024,DZ,1C10300,1C10300,,192020001,,19202,,0,-18.22,,นปท.ตั้งค่าเผื่อฯ ลน.อื่น ก.พ.67(Vat),,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,,1410001086,30.04.2024,30.04.2024,DB,1C10300,1C10300,,192020001,,19202,,0,"72,000.00",,นปท.ตั้งค่าเผื่อฯ-ลน.ค่าเช่าฯ  เม.ย.67 novat,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000746,1900001438,30.04.2024,31.03.2024,DZ,1C10300,1C10300,,192020001,,19202,,0,"-72,000.00",,นปท.ตั้งค่าเผื่อฯ-ลน.ค่าเช่าฯ มี.ค.67 novat,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000748,1900001440,30.04.2024,31.03.2024,DZ,1C10300,1C10300,,192020001,,19202,,0,"-1,839.93",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001437,1410000745,31.03.2024,31.03.2024,DB,1C10400,1C10404,,192020001,,19202,,0,"219,500.00",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000410,1900001060,31.03.2024,29.02.2024,DZ,1C10400,1C10404,,192020001,,19202,,0,"-219,500.00",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น ก.พ.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,,1410001085,30.04.2024,30.04.2024,DB,1C10400,1C10404,,192020001,,19202,,0,"219,500.00",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น เม.ย.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000745,1900001437,30.04.2024,31.03.2024,DZ,1C10400,1C10404,,192020001,,19202,,0,"-219,500.00",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001440,1410000748,31.03.2024,31.03.2024,DB,1H10400,1H10400,,192020001,,19202,,0,"56,074.48",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000721,1900001063,31.03.2024,29.02.2024,DZ,1H10400,1H10400,,192020001,,19202,,0,"-56,074.48",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น ก.พ.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000748,1900001440,30.04.2024,31.03.2024,DZ,1H10400,1H10400,,192020001,,19202,,0,"-56,074.48",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
02.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001441,1410000817,31.03.2024,31.03.2024,DB,1J00200,1J00200,,192020001,,19202,,0,68.97,,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67(Vat),,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000817,1900001441,30.04.2024,31.03.2024,DZ,1J00200,1J00200,,192020001,,19202,,0,-68.97,,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67(Vat),,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1900001437,1410000745,31.03.2024,31.03.2024,DB,2C40300,2C40304,,192020001,,19202,,0,"35,481,911.15",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,3,,ERPA0502,54624198,1410000410,1900001060,31.03.2024,29.02.2024,DZ,2C40300,2C40304,,192020001,,19202,,0,"-35,481,911.15",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น ก.พ.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,,1410001085,30.04.2024,30.04.2024,DB,2C40300,2C40304,,192020001,,19202,,0,"35,481,911.15",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น เม.ย.67,,,,บันทึกเข้า เซกเมนต์ 19202,
26.04.2024,บ-หนี้สงสัยจะสูญ-ลูกหนี้อื่น,4,,ERPA0502,54624198,1410000745,1900001437,30.04.2024,31.03.2024,DZ,2C40300,2C40304,,192020001,,19202,,0,"-35,481,911.15",,นปท.ตั้งค่าเผื่อฯ ลน.อื่น มี.ค.67,,,,บันทึกเข้า เซกเมนต์ 19202,
,เบี้ยปรับเงินเพิ่มทางภาษีอากร,,,,59691903,,,,,,,,,192020001,,,,,"12,574.06",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,เบี้ยปรับเงินเพิ่มทางภาษีอากร,,,,59691903,,,,,,,,,,,,,,"12,574.06",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ค่าปรับและเงินชดใช้ค่าเสียหาย,,,,59691904,,,,,,,,,192020001,,,,,"133,074.45",,,,,,บันทึกเข้า เซกเมนต์ 19202,
13.03.2024,ค่าปรับและเงินชดใช้ค่าเสียหาย,3,,ERDD0101,59691904,3900001284,3300005073,13.03.2024,09.02.2024,KR,1H10200,1H10202,1H10202E5904,199990000,,19201,,0,"177,800.00",,ล้มทับอาคารพาณิชย์,,,,บันทึกเข้า เซกเมนต์ 19202,
20.03.2024,ค่าปรับและเงินชดใช้ค่าเสียหาย,3,,ERDD0101,59691904,3300005073,3900001284,13.03.2024,09.02.2024,KZ,1H10200,1H10202,1H10202E5904,199990000,,19201,,0,"-177,800.00",,ล้มทับอาคารพาณิชย์,,,,บันทึกเข้า เซกเมนต์ 19202,
22.03.2024,ค่าปรับและเงินชดใช้ค่าเสียหาย,3,,ECRMAD02,59691904,,3300005769,22.03.2024,20.03.2024,KR,1J40100,1J40100,1J40100N0207,199990000,,10202,,0,934.89,,สั่งจ่ายเช็คนางสาวกมลาภรณ์ ศรีแนน รับเทน,,,,บันทึกเข้า เซกเมนต์ 19202,
28.03.2024,ค่าปรับและเงินชดใช้ค่าเสียหาย,3,,ECRMAD02,59691904,,6200000216,22.03.2024,20.03.2024,SB,1J40100,1J40100,1J40100N0207,199990000,,10202,,0,-934.89,,สั่งจ่ายเช็คนางสาวกมลาภรณ์ ศรีแนน รับเทน,,,,บันทึกเข้า เซกเมนต์ 19202,
,ค่าปรับและเงินชดใช้ค่าเสียหาย,,,,59691904,,,,,,,,,199990000,,,,,0,,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ค่าปรับและเงินชดใช้ค่าเสียหาย,,,,59691904,,,,,,,,,,,,,,"133,074.45",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขท.จากการจำหน่ายสินทรัพย์ทางการเงิน-กท.ส่วนบุคคล,,,,59903102,,,,,,,,,192020001,,,,,"990,832.45",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขท.จากการจำหน่ายสินทรัพย์ทางการเงิน-กท.ส่วนบุคคล,,,,59903102,,,,,,,,,,,,,,"990,832.45",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการขายสินทรัพย์มีตัวตน-กิจการ,,,,59904101,,,,,,,,,192020001,,,,,"24,806,857.20",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการขายสินทรัพย์มีตัวตน-กิจการ,,,,59904101,,,,,,,,,,,,,,"24,806,857.20",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการปริวรรตเงินตราที่เกิดขึ้นจริง,,,,59905101,,,,,,,,,192020001,,,,,"11,895,403.62",,,,,,บันทึกเข้า เซกเมนต์ 19202,
25.03.2024,ขาดทุนจากการปริวรรตเงินตราที่เกิดขึ้นจริง,3,,EPAMAD01,59905101,3900001361,3300005857,25.03.2024,22.03.2024,KR,2B10100,2B10100,2B10100N0409,199990000,,19201,,0,156.99,,ขาดทุนจากอัตราแลกเปลี่ยน,,,,บันทึกเข้า เซกเมนต์ 19202,
25.03.2024,ขาดทุนจากการปริวรรตเงินตราที่เกิดขึ้นจริง,3,,ERDD0102,59905101,3300005857,3900001361,25.03.2024,22.03.2024,KZ,2B10100,2B10100,2B10100N0409,199990000,,19201,,0,-156.99,,ขาดทุนจากอัตราแลกเปลี่ยน,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการปริวรรตเงินตราที่เกิดขึ้นจริง,,,,59905101,,,,,,,,,199990000,,,,,0,,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการปริวรรตเงินตราที่เกิดขึ้นจริง,,,,59905101,,,,,,,,,,,,,,"11,895,403.62",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการปริวรรตเงินตรายังไม่เกิดจริง,,,,59905102,,,,,,,,,192020001,,,,,"-14,019,652.43",,,,,,บันทึกเข้า เซกเมนต์ 19202,
,ขาดทุนจากการปริวรรตเงินตรายังไม่เกิดจริง,,,,59905102,,,,,,,,,,,,,,"-14,019,652.43",,,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1C10300,1C10302,1C10302J0201,199990000,,19201,,0,"731,525.26",,ดอกเบี้ยรอตัดบัญชี งวด 50,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1C10400,1C10404,1C10404N0418,199990000,,19201,,0,"4,204.70",,ดอกเบี้ยรอตัดบัญชี งวด 21 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1C10400,1C10404,1C10404N0418,199990000,,19301,,0,"14,420.57",,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000061,31.03.2024,31.03.2024,SL,1C10400,1C10404,1C10404N0418,199990000,,19301,,0,"5,945.40",,ดอกเบี้ยรอตัดบัญชี งวด 14 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1C10400,1C10404,1C10404N0418,199990000,,19301,,0,"6,309.01",,ดอกเบี้ยรอตัดบัญชี งวด 17 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000072,31.03.2024,31.03.2024,SL,1D10400,1D10410,1D10410E9046,199990000,,19301,,0,486.85,,ดอกเบี้ยรอตัดบัญชี งวด 3 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000072,31.03.2024,31.03.2024,SL,1D10400,1D10411,1D10411E9047,199990000,,19301,,0,"1,967.65",,ดอกเบี้ยรอตัดบัญชี งวด 3 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000069,31.03.2024,31.03.2024,SL,1H10200,1H10202,1H10202E5026,199990000,,19301,,0,"3,227.62",,ดอกเบี้ยรอตัดบัญชี งวด 5 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10202,1H10202E5904,199990000,,19201,,0,"7,017,715.27",,ดอกเบี้ยรอตัดบัญชี งวด 42 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10206,1H10206E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1H10200,1H10206,1H10206E5900,199990000,,19301,,0,"1,067.40",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10206,1H10206E5900,199990000,,19301,,0,"1,205.48",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10207,1H10207E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1H10200,1H10207,1H10207E5900,199990000,,19301,,0,"1,067.40",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10207,1H10207E5900,199990000,,19301,,0,"1,205.48",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10208,1H10208E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1H10200,1H10208,1H10208E5900,199990000,,19301,,0,"1,067.40",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10208,1H10208E5900,199990000,,19301,,0,"1,205.48",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10209,1H10209E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10209,1H10209E5900,199990000,,19301,,0,"1,205.48",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10210,1H10210E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10210,1H10210E5900,199990000,,19301,,0,"1,067.40",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10210,1H10210E5900,199990000,,19301,,0,"1,205.48",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,1H10200,1H10211,1H10211E5900,199990000,,19301,,0,901.28,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10211,1H10211E5900,199990000,,19301,,0,"1,067.40",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1H10200,1H10211,1H10211E5900,199990000,,19301,,0,"1,205.51",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10403,1J10403E9900,199990000,,19301,,0,"1,012.17",,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1J10400,1J10404,1J10404E9900,199990000,,19301,,0,980.41,,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1J10400,1J10405,1J10405E9900,199990000,,19301,,0,"1,608.69",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10408,1J10408E9900,199990000,,19301,,0,"2,024.34",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1J10400,1J10410,1J10410E9900,199990000,,19301,,0,"9,652.17",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10411,1J10411E9900,199990000,,19301,,0,"1,012.17",,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10411,1J10411E9900,199990000,,19301,,0,"2,024.32",,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000063,31.03.2024,31.03.2024,SL,1J10400,1J10411,1J10411E9900,199990000,,19301,,0,"4,826.09",,ดอกเบี้ยรอตัดบัญชี งวด 15 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10412,1J10412E9900,199990000,,19301,,0,"1,012.17",,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000062,31.03.2024,31.03.2024,SL,1J10400,1J10413,1J10413E9900,199990000,,19301,,0,"1,012.17",,ดอกเบี้ยรอตัดบัญชี งวด 16 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000052,31.03.2024,31.03.2024,SL,1P10500,1P10508,1P10508E9072,199990000,,19301,,0,"163,753.65",,ดอกเบี้ยรอตัดบัญชี งวด 31 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000064,31.03.2024,31.03.2024,SL,1P10500,1P10508,1P10508J0208,199990000,,19301,,0,"58,627.48",,ดอกเบี้ยรอตัดบัญชี งวด 31 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,2P10200,2P10202,2P10202E5026,199990000,,19301,,0,223.91,,ดอกเบี้ยรอตัดบัญชี งวด 10 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,2P10200,2P10202,2P10202E5026,199990000,,19301,,0,121.03,,ดอกเบี้ยรอตัดบัญชี งวด 23 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
05.04.2024,ดอกเบี้ยจ่ายตามสัญญาเช่า,3,,EFAD0507,59906102,,6820000050,31.03.2024,31.03.2024,SL,2P10200,2P10202,2P10202E5026,199990000,,19301,,0,147.69,,ดอกเบี้ยรอตัดบัญชี งวด 21 20240331,,,,บันทึกเข้า เซกเมนต์ 19202,
