บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00100,1P00100R0601,199990000,,19201,,0,15.85,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00102,1P00102R0113,199990000,,19201,,0,"-16,902.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00102,1P00102R0113,199990000,,19201,,0,"16,902.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0401,199990000,,19201,,0,"-4,057.51",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0401,199990000,,19201,,0,"4,057.51",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0501,199990000,,19201,,0,"-1,437.49",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0501,199990000,,19201,,0,"1,437.49",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0601,199990000,,19201,,0,-509.94,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00104,1P00104R0601,199990000,,19201,,0,509.94,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00110,1P00110R0113,199990000,,19201,,0,"-7,506.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00110,1P00110R0113,199990000,,19201,,0,"7,506.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00112,1P00112R0113,199990000,,19201,,0,"-1,788.89",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00112,1P00112R0113,199990000,,19201,,0,"1,788.89",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P00100,1P00115,1P00115R0113,199990000,,19201,,0,"-1,581.42",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P00100,1P00115,1P00115R0113,199990000,,19201,,0,"1,581.42",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0403,199990000,,19201,,0,-229.02,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0403,199990000,,19201,,0,229.02,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0503,199990000,,19201,,0,"-1,906.71",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0503,199990000,,19201,,0,"1,906.71",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0603,199990000,,19201,,0,"-1,858.77",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10200,1P10200R0603,199990000,,19201,,0,"1,858.77",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10202,1P10202R0503,199990000,,19201,,0,"-3,088.90",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10202,1P10202R0503,199990000,,19201,,0,"3,088.90",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10202,1P10202R0603,199990000,,19201,,0,"-3,648.54",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10202,1P10202R0603,199990000,,19201,,0,"3,648.54",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0403,199990000,,19201,,0,"-1,358.59",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0403,199990000,,19201,,0,"1,358.59",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0503,199990000,,19201,,0,"-1,697.42",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0503,199990000,,19201,,0,"1,697.42",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0603,199990000,,19201,,0,"-1,967.83",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10204,1P10204R0603,199990000,,19201,,0,"1,967.83",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10207,1P10207R0603,199990000,,19201,,0,"-2,178.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10207,1P10207R0603,199990000,,19201,,0,"2,178.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0403,199990000,,19201,,0,-695.79,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0403,199990000,,19201,,0,695.79,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0503,199990000,,19201,,0,"-6,476.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0503,199990000,,19201,,0,"6,476.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0603,199990000,,19201,,0,"-2,546.29",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10212,1P10212R0603,199990000,,19201,,0,"2,546.29",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10213,1P10213R0503,199990000,,19201,,0,-281.73,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10213,1P10213R0503,199990000,,19201,,0,281.73,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10213,1P10213R0603,199990000,,19201,,0,-561.77,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10213,1P10213R0603,199990000,,19201,,0,561.77,,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P10200,1P10215,1P10215R0503,199990000,,19201,,0,"-2,389.63",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P10200,1P10215,1P10215R0503,199990000,,19201,,0,"2,389.63",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0402,199990000,,19201,,0,"-4,978.74",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0402,199990000,,19201,,0,"4,978.74",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0502,199990000,,19201,,0,"-6,645.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0502,199990000,,19201,,0,"6,645.75",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0602,199990000,,19201,,0,"-3,299.56",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20100,1P20100R0602,199990000,,19201,,0,"3,299.56",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0402,199990000,,19201,,0,"-8,173.88",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0402,199990000,,19201,,0,"8,173.88",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0502,199990000,,19201,,0,"-17,829.24",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0502,199990000,,19201,,0,"17,829.24",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0602,199990000,,19201,,0,"-13,373.36",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20102,1P20102R0602,199990000,,19201,,0,"13,373.36",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0402,199990000,,19201,,0,"-17,941.96",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0402,199990000,,19201,,0,"17,941.96",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0502,199990000,,19201,,0,"-40,059.78",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0502,199990000,,19201,,0,"40,059.78",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0602,199990000,,19201,,0,"-8,341.53",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20103,1P20103R0602,199990000,,19201,,0,"8,341.53",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20104,1P20104R0402,199990000,,19201,,0,"-25,010.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410004237,6410004252,01.03.2024,29.02.2024,SC,1P20100,1P20104,1P20104R0402,199990000,,19201,,0,"25,010.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
07.03.2024,ต-เงินเดือน-พนักงาน,3,,EFAD0402,51601101,6410003294,6410004098,01.03.2024,29.02.2024,SC,1P20100,1P20104,1P20104R0502,199990000,,19201,,0,"-37,515.00",,คชจ.ค้างจ่าย ตกเบิกเงินเดือน ก.พ..2567,,,,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
